title,brand_name,item_type,condition,price,item_subtype,department,gender,age_group,size,size_type,color_primary,color_secondary,material_primary,material_secondary,pattern,closure,fit,sleeve_length,neckline,style,occasion,season,sport,model_name,product_line,style_code,has_box,condition_detail,release_year,original_price,initial_price,initial_price_catalog_item
Levi’s 501 Original Cropped Jeans Womens 16W High Rise Straight Leg Denim NWT Opens in a new window or tab,Levi's,jeans,new,22.5,straight leg jeans,bottoms,women,adult,16W,,denim,,denim,,,,high rise,,,,,,,501,Original,,,NWT,,,180.0,Straight Leg Jeans
Levi’s 501 ORIGINAL FIT WOMEN'S JEANS - Button Fly Opens in a new window or tab,Levi's,jeans,new,40.0,original fit,bottoms,women,adult,32x30,,,,,,,button fly,original fit,,,,,,,501,,,,,,,180.0,Straight Leg Jeans
Levi's 501 Shorts Womens 27 Black High Rise Button Fly Denim Raw Hem Frayed Opens in a new window or tab,Levi's,shorts,new,33.99,high rise shorts,bottoms,women,adult,27,waist,black,,denim,,,button fly,high rise,,,,,,,501,,,,,,,128.0,Denim Jacket
Levi's 501 Mid-Thigh High-Rise Denim Shorts 28 NWT Opens in a new window or tab,Levi's,shorts,new,27.0,denim shorts,bottoms,women,adult,28,,,,denim,,,,high-rise,,,,,,,501,,,,NWT,,,128.0,Denim Jacket
Levi's 501 Women's Curve Straight-Leg Jeans Opens in a new window or tab,Levi's,jeans,new,39.99,straight leg jeans,bottoms,women,adult,28x30,,,,,,,,curve straight-leg,,,,,,,501,,,,,,,180.0,Straight Leg Jeans
Levi's 501 Women's Size 32 Shorts Black Denim Cut Off High Rise NWT Button Fly Opens in a new window or tab,Levi's,shorts,new,19.99,high rise shorts,bottoms,women,adult,32,,black,,denim,,,button fly,high rise,,,,,,,501,,,,,,,128.0,Denim Jacket
Levi's 501 Original High Rise Straight Leg Blue Jeans Size 16W Women's Opens in a new window or tab,Levi's,jeans,new,34.89,straight leg jeans,bottoms,women,adult,16W,,blue,,,,,,high rise,,,,,,,501,Original,,,,,,180.0,Straight Leg Jeans
Levi's 501® Original Fit High-Rise Women's Jean Shorts - Size 31 Opens in a new window or tab,Levi's,shorts,new,10.0,jean shorts,bottoms,women,adult,31,,,,jean,,,,Original Fit,,,High-Rise,,,,501,,,,Brand New,,,180.0,Straight Leg Jeans
Levi's 501 High Rise White Denim Cut Off Shorts 25 Women's Cotton Distressed Opens in a new window or tab,Levi's,shorts,used,12.0,cut off shorts,bottoms,women,adult,25,,white,,denim,cotton,,,high rise,,,distressed,,,,501,,,,new (other),,,128.0,Denim Jacket
Levis 501 Original Jeans Womens 30x32 Blue High Rise Straight Leg Button Fly New Opens in a new window or tab,Levis,jeans,new,33.2,straight leg jeans,bottoms,women,adult,30x32,,blue,,,,,button fly,high rise,,,,,,,501,Original,,,,,,180.0,Straight Leg Jeans
Levi’s Women’s 501 Original A High Rise Straight Fit Light Indigo Size:28x30 Opens in a new window or tab,Levi's,jeans,new,42.99,straight leg jeans,bottoms,women,adult,28x30,,light indigo,,,,,,straight fit,,,high rise,,,,501 Original,,,,,,,180.0,Straight Leg Jeans
Levi’s 501 Original Cropped Dark Wash 32×26 Blue Jeans Distressed 5 Pocket NWT Opens in a new window or tab,Levi's,jeans,new,24.0,cropped jeans,bottoms,women,adult,32x26,waist x inseam,blue,,,,,,,,,distressed,,,,501,Original,,,NWT,,,180.0,Straight Leg Jeans
NWT Levi's 501 Women's Light Blue Denim Jean Shorts Button Fly 5-Pocket Opens in a new window or tab,Levi's,shorts,new,17.0,jean shorts,bottoms,women,adult,29,,Light Blue,,Denim,,,Button Fly,,,,,,,,501,,,,Brand New,,,128.0,Denim Jacket
Levi’s 501 Original High Rise Women’s Shorts Cut Off Button Fly Pink Size 27 Opens in a new window or tab,Levi's,shorts,new,19.99,high rise shorts,bottoms,women,adult,27,,pink,,,,,button fly,,,,,,,,501,Original,,,,,,180.0,Straight Leg Jeans
Levi's 501 Shorts Women's 31 Embroidered Distressed Light Wash NO Stretch NWT Opens in a new window or tab,Levi's,shorts,new,10.0,501 shorts,bottoms,women,adult,31,,light wash,,,,,,no stretch,,,distressed,,,,,,,,nwt,,,180.0,Straight Leg Jeans
*NEW* Levi's 501 Women's Denim Shorts White Tie Dye Cut Off Button Fly Size 31 Opens in a new window or tab,Levi's,shorts,new,14.99,denim shorts,bottoms,women,adult,31,,white,,denim,,tie dye,button fly,,,,,,,,501,,,,brand new,,,128.0,Denim Jacket
NWT Levi's 501 Original Women's High Rise Straight Leg Jeans Distressed 24x30 Opens in a new window or tab,Levi's,jeans,new,25.0,straight leg jeans,bottoms,women,adult,24x30,,,,,,distressed,,high rise,,,,,,,501 Original,,,,NWT,,,180.0,Straight Leg Jeans
Levi's Women's 501 High Rise Skinny Jean | 30 x 28 - NEW Opens in a new window or tab,Levi's,jeans,new,38.25,high rise skinny jean,bottoms,women,adult,30 x 28,,,,,,,,skinny,,,,,,,501,,,,Brand New,,,180.0,Straight Leg Jeans
Levi's 501 Denim Shorts Womens Size 28 Dark Wash Distressed Frayed Hem Opens in a new window or tab,Levi's,shorts,new,20.99,denim shorts,bottoms,women,adult,28,,dark wash,,denim,,,,,,,distressed,,,,501,,,,,,,128.0,Denim Jacket
BRAND NEW WOMEN'S SIZE 27 LEVI'S 501 HIGH RISE SHORTS Opens in a new window or tab,LEVI'S,shorts,new,17.99,high rise shorts,bottoms,women,adult,27,,,,,,,,high rise,,,,,,,501,,,,,,,180.0,Straight Leg Jeans
LEVI'S 501 JEAN SHORTS BUTTON FLY DISTRESSED Frayed Hem WOMEN'S 27 NEW Opens in a new window or tab,LEVI'S,shorts,new,19.99,jean shorts,bottoms,women,adult,27,,,,jean,,,button fly,,,,distressed,,,,501,,,,brand new,,,180.0,Straight Leg Jeans
Levi's 501 x Peanuts Snoopy Yellow Tab High Waist Button Fly Jean Shorts W29 Opens in a new window or tab,Levi's,shorts,used,29.99,jean shorts,bottoms,women,,29,,yellow,,jean,,,button fly,high waist,,,,,,,501,,,,New (Other),,,180.0,Straight Leg Jeans
Levi's Women's 501 Curve Jeans - Mild Salsa 29 Opens in a new window or tab,Levi's,jeans,used,24.64,curve jeans,bottoms,women,adult,29,,Mild Salsa,,,,,,,,,,,,,501,,,,New (Other),,,180.0,Straight Leg Jeans
Levis Women's 29 Dusty Lichen 501 High Rise Jean Shorts Raw Hem Button Fly M3-7 Opens in a new window or tab,Levis,shorts,new,39.98,high rise jean shorts,bottoms,women,adult,29,,Dusty Lichen,,jean,,,button fly,high rise,,,,,,,501,,M3-7,,Brand New,,,180.0,Straight Leg Jeans
Levi's 501 Off-White High-Rise Button Fly Distressed Jean Shorts CHOOSE SIZE NEW Opens in a new window or tab,Levi's,shorts,new,17.95,distressed jean shorts,bottoms,women,,31,,off-white,,jean,,,button fly,high-rise,,,,,,,501,,,,,,,180.0,Straight Leg Jeans
Levi's 501 Women's High Rise Heavy Distressed Jean Shorts Light Blue Size 31 Opens in a new window or tab,Levi's,shorts,new,39.97,high rise jean shorts,bottoms,women,adult,31,,light blue,,jean,,,,high rise,,,distressed,,,,501,,,,brand new,,,180.0,Straight Leg Jeans
NWOT Levi's Women's 501 Original Straight Leg High Rise Jeans 29x32 Opens in a new window or tab,Levi's,jeans,new,55.0,straight leg jeans,bottoms,women,adult,29x32,inseam and waist,,,,,,,high rise,,,original,,,,501,,,,New (Other),,,180.0,Straight Leg Jeans
Levi's 501 Button Fly Shorts High Rise Mid Thigh Size 26 NWT Opens in a new window or tab,Levi's,shorts,new,25.0,high rise shorts,bottoms,women,adult,26,,,,,,,button fly,high rise,,,,,,,501,,,,NWT,,,180.0,Straight Leg Jeans
Levi's Women's 501 Curve Shorts - Memories Of You 28 Opens in a new window or tab,Levi's,shorts,used,20.39,curve shorts,bottoms,women,adult,28,,,,,,,,,,,,,,,501,,,,New (Other),,,180.0,Straight Leg Jeans
NWT Levi's Women's 501 High Rise Straight Leg Jeans Purple 24x30 125010477 Opens in a new window or tab,Levi's,jeans,new,36.95,straight leg jeans,bottoms,women,adult,24x30,,purple,,,,,,high rise,,,,,,,501,,125010477,,NWT,,,180.0,Straight Leg Jeans
NWT 26x30 Levi’s 501 '90s Women’s Jeans Mid Rise Straight Leg Denim A1959-0033 Opens in a new window or tab,Levi's,jeans,new,65.0,straight leg jeans,bottoms,women,adult,26x30,waist x inseam,denim,,denim,,,,mid rise,,,,,,,501,,A1959-0033,,,,,180.0,Straight Leg Jeans
Levi 501 Women's Opens in a new window or tab,Levi,jeans,new,29.99,501,bottoms,women,adult,27,,,,,,,,,,,,,,,,,,,Brand New,,,180.0,Straight Leg Jeans
Levi's Women's 501 Black Denim Cutoff High Rise Shorts Distressed Frayed Sz 33 Opens in a new window or tab,Levi's,shorts,new,18.74,cutoff high rise shorts,bottoms,women,adult,33,,black,,denim,,,,high rise,,,distressed frayed,,,,501,,,,Brand New,,,128.0,Denim Jacket
Levi's Premium Women's 501 Curve Jeans Size: 33 x 30 Opens in a new window or tab,Levi's,jeans,new,45.99,curve jeans,bottoms,women,adult,33 x 30,,,,,,,,curve,,,,,,,501,Premium,,,Brand New,,,180.0,Straight Leg Jeans
Levi’s Jeans 501 High Rise Denim Shorts in Tango Light Wash Size 29 (9872)2 Opens in a new window or tab,Levi's,shorts,new,36.93,high rise denim shorts,bottoms,women,adult,29,,light wash,,denim,,,,high rise,,,,,,,501,,,,,,,128.0,Denim Jacket
Levi’s 501 Premium Skinny Jeans Women 28x28 NWT Distressed Button Fly High Rise Opens in a new window or tab,Levi's,jeans,new,27.99,skinny jeans,bottoms,women,adult,28x28,,,,,,,button fly,high rise,,,,,,,501,Premium,,,,,,180.0,Straight Leg Jeans
Levi’s 501 Black Denim Jeans 34x30 Made In USA Women Opens in a new window or tab,Levi's,jeans,used,5.99,501,bottoms,women,adult,34x30,inseam,Black,,Denim,,,,,,,,,,,,,,,New (Other),,,200.0,Organic Denim Jeans
NWTS Women's 501 Levi's Original 150th Birthday Selvedge Jeans Opens in a new window or tab,Levi's,jeans,new,66.0,501,bottoms,women,adult,27 x 29,,,,,,,,,,,,,,,,,,,,,,180.0,Straight Leg Jeans
Levi's Women's 501 Mid Thigh Short 33” Waisf Ticked & Untied Opens in a new window or tab,Levi's,shorts,new,22.0,mid thigh short,bottoms,women,adult,33,,,,,,,,,,,,,,,501,,,,brand new,,,180.0,Straight Leg Jeans
Levi's 501 Women's White Denim High Rise Shorts Cotton Button Closure Size 26 Opens in a new window or tab,Levi's,shorts,new,16.5,high rise shorts,bottoms,women,adult,26,,white,,denim,cotton,,button,high rise,,,,,,,501,,,,brand new,,,128.0,Denim Jacket
Levi's 501 Button Fly Shorts High Rise Mid Thigh Size 29 NWT Opens in a new window or tab,Levi's,shorts,new,25.0,high rise shorts,bottoms,women,adult,29,,,,,,,button fly,high rise,,,,,,,501,,,,NWT,,,180.0,Straight Leg Jeans
Levi's 501 Women's Jeans Opens in a new window or tab,Levi's,jeans,used,11.0,501,bottoms,women,adult,27,,,,,,,,,,,,,,,,,,,New (Other),,,180.0,Straight Leg Jeans
Levi's Women's High-Rise 501 Jeans Opens in a new window or tab,Levi's,jeans,new,26.99,high-rise 501 jeans,bottoms,women,adult,27,,,,,,,,high-rise,,,,,,,501,,,,Brand New,,,180.0,Straight Leg Jeans
LEVIS 501 Womens Size W34 x L28 Blue Denim Skinny Fit Jeans High Rise Button Fly Opens in a new window or tab,LEVIS,jeans,new,34.99,skinny fit high rise jeans,bottoms,women,adult,W34 x L28,waist and inseam,blue,denim,denim,,,button fly,skinny fit,,,,,,,501,,,,,,,200.0,Organic Denim Jeans
Levi's Women's 501 Mid-Thigh Shorts - So So No No 32 Opens in a new window or tab,Levi's,shorts,used,20.39,mid-thigh shorts,bottoms,women,,32,,,,,,,,,,,,,,,501,,,,New (Other),,,180.0,Straight Leg Jeans
Levi's Women's 501 Mid-Thigh Shorts - So So No No 25 Opens in a new window or tab,Levi's,shorts,new,23.99,mid-thigh shorts,bottoms,women,adult,25,,,,,,,,,,,,,,,501,,,,Brand New,,,180.0,Straight Leg Jeans
Levi's Women's 501 Mid-Thigh Shorts - So So No No 30 Opens in a new window or tab,Levi's,shorts,used,20.39,mid-thigh shorts,bottoms,women,,30,,,,,,,,,,,,,,,501,,,,New (Other),,,180.0,Straight Leg Jeans
Levi's Women's 501 Mid-Thigh Shorts - Symmetry Sister 30 Opens in a new window or tab,Levi's,shorts,used,17.84,mid-thigh shorts,bottoms,women,adult,30,,,,,,,,,,,,,,,501,,,,New (Other),,,180.0,Straight Leg Jeans
Levi's Women's 501 Mid-Thigh Shorts - So So No No 31 Opens in a new window or tab,Levi's,shorts,used,20.39,mid-thigh shorts,bottoms,women,adult,31,inseam,,,,,,,,,,,,,,501,,,,New (Other),,,180.0,Straight Leg Jeans
Levi's Women's 501 Mid-Thigh Shorts - So So No No 28 Opens in a new window or tab,Levi's,shorts,used,20.39,mid-thigh shorts,bottoms,women,adult,28,,,,,,,,,,,,,,,501,,,,New (Other),,,180.0,Straight Leg Jeans
Levi's Women's 501 Mid-Thigh Shorts - So So No No 29 Opens in a new window or tab,Levi's,shorts,used,20.39,mid-thigh shorts,bottoms,women,adult,29,,,,,,,,,,,,,,,501,,,,New (Other),,,180.0,Straight Leg Jeans
NEW Levi's 501 Women's High Rise Cut-Off Denim Shorts Khaki Tan Size 25 NWT Opens in a new window or tab,Levi's,shorts,new,25.49,high rise cut-off denim shorts,bottoms,women,adult,25,,khaki,tan,denim,,,,high rise,,,,,,,501,,,,Brand New,,,128.0,Denim Jacket
Levis 501 Shorts Womens 27 Black Denim High Rise Raw Hem Cut Off Short NWT Opens in a new window or tab,Levis,shorts,new,29.86,high rise shorts,bottoms,women,adult,27,waist,black,,denim,,,,high rise,,,,,,,501,,,,NWT,,,128.0,Denim Jacket
Levis Premium 501 Jeans Womens 27x28 Blue Light Wash High Rise Skinny Button Fly Opens in a new window or tab,Levis,jeans,new,33.59,skinny jeans,bottoms,women,adult,27x28,,blue,,,,,button fly,skinny,,,high rise,,,,501,Premium,,,,,,180.0,Straight Leg Jeans
"LEVI'S 501® '90s Women's Jeans, Take A Hint - Black Opens in a new window or tab",LEVI'S,jeans,new,53.13,501,bottoms,women,adult,27 x 30,,Black,,,,,,,,,,,,,,,,,Brand New,,,180.0,Straight Leg Jeans
"NWT Levi's jeans shorts women’s 501 High Rise Size 34, 100% Cotton Opens in a new window or tab",Levi's,shorts,new,20.5,high rise jeans shorts,bottoms,women,adult,34,,,,cotton,,,,high rise,,,,,,,501,,,,NWT,,,180.0,Straight Leg Jeans
NEW Levi's 501 Black Denim High Rise Distressed Cutoff Shorts Women's Size 28 Opens in a new window or tab,Levi's,shorts,new,25.0,cutoff shorts,bottoms,women,adult,28,,black,,denim,,,,high rise,,,distressed,,,,501,,,,,,,128.0,Denim Jacket
(29502-0203) Levi's 501 Skinny Jeans - Salsa Sugar 27 X 28 Opens in a new window or tab,Levi's,jeans,new,37.99,skinny jeans,bottoms,women,adult,27 x 28,,Salsa Sugar,,,,,,skinny,,,,,,,501,,29502-0203,,Brand New,,,180.0,Straight Leg Jeans
Levi's 501 High-Rise Fitted Distressed Straight Jeans 29 X 30 NWT womans NWT Opens in a new window or tab,Levi's,jeans,new,29.99,high-rise straight jeans,bottoms,women,adult,29 X 30,,blue,,,,,,fitted,,,distressed,,,,501,,,,NWT,,,180.0,Straight Leg Jeans
Levi’s 501 Shorts Womens 26 Blue Denim High Rise Distressed Raw Hem Button Fly Opens in a new window or tab,Levi's,shorts,new,24.99,high rise shorts,bottoms,women,adult,26,,blue,,denim,,,button fly,high rise,,,distressed,,,,501,,,,brand new,,,128.0,Denim Jacket
Levis 501 Big E Jeans Size 27x28 Skinny Fit Button Fly Light Wash Denim Premium Opens in a new window or tab,Levis,jeans,new,44.99,skinny fit,bottoms,women,adult,27x28,,light wash denim,,denim,,,button fly,skinny fit,,,,,,,501,,,,,,,200.0,Organic Denim Jeans
Levi's Women's 501 Original High-Rise Jean Shorts - NEW Button fly Size 31 Opens in a new window or tab,Levi's,shorts,new,20.0,high-rise jean shorts,bottoms,women,adult,31,,,,jean,,,button fly,,,,original,,,,501,,,,Brand New,,,180.0,Straight Leg Jeans
"Levi""s Made Crafted Women's 501 Taper Jeans Size Selvedge BIG E Size 30 Opens in a new window or tab",Levi's,jeans,new,36.27,taper jeans,bottoms,women,adult,30,,,,selvedge,,,,,,,,,,,501,Made Crafted,,,,,,180.0,Straight Leg Jeans
Levi's Premium Women 501 '90s Straight Leg Mid Rise Jeans 31x30 Blue NWT Opens in a new window or tab,Levi's,jeans,new,64.99,straight leg jeans,bottoms,women,adult,31x30,,blue,,,,,,mid rise,,,,,,,501,Premium,,,NWT,,,180.0,Straight Leg Jeans
Levi's Women's 501 Jive Tides Skinny Jeans Size W27 L28 (5150)2 Opens in a new window or tab,Levi's,jeans,new,45.96,skinny jeans,bottoms,women,adult,W27 L28,,,,,,,,skinny,,,,,,,501,Jive Tides,5150,,Brand New,,,180.0,Straight Leg Jeans
Levi's Women's 501 Curve Shorts Opens in a new window or tab,Levi's,shorts,used,17.84,curve shorts,bottoms,women,adult,27,,,,,,,,,,,,,,,501,,,,New (Other),,,180.0,Straight Leg Jeans
Levi's Women's 501 High Rise Straight Leg Tailored Jeans Opens in a new window or tab,Levi's,jeans,used,22.94,high rise straight leg tailored jeans,bottoms,women,adult,31,,,,,,,,tailored,,,,,,,501,,,,New (Other),,,180.0,Straight Leg Jeans
LEVI'S 501® '90s Women's Jeans - Shout Out Stone - Medium Wash NEW Opens in a new window or tab,LEVI'S,jeans,new,45.23,501,bottoms,women,adult,25 x 32,,Medium Wash,,,,,,,,,90s,,,,,,,,New (Other),,,180.0,Straight Leg Jeans
Levi’s Women’s 501 Mid Thigh Shorts - Fade Off Size 31 NWT Opens in a new window or tab,Levi's,shorts,new,30.0,mid thigh shorts,bottoms,women,adult,31,,,,,,,,,,,,,,,501,,,,NWT,,,180.0,Straight Leg Jeans
Levis Premium 501 Jeans Womens 14XL (35x32) Blue Straight Button Fly Big E NEW Opens in a new window or tab,Levis,jeans,new,48.77,straight leg jeans,bottoms,women,adult,14XL,,Blue,,,,,Button Fly,,,,,,,,501,Premium,,,Brand New,,,180.0,Straight Leg Jeans
"Levi’s Women’s 501 High-Rise Straight Leg Jeans, Midweight Stretch Denim Opens in a new window or tab",Levi's,jeans,used,16.14,high-rise straight leg jeans,bottoms,women,adult,31,,,,denim,,,,,,,,,,,501,,,,New (Other),,,180.0,Straight Leg Jeans
Levi's 501 Jeans Women's Size 28x30 White Tie Dye Denim Button Fly Opens in a new window or tab,Levi's,jeans,new,48.88,501,bottoms,women,adult,28x30,,white,,denim,,tie dye,button fly,,,,,,,,,,,,,,,200.0,Organic Denim Jeans
Levis 501 Jeans Womens 29 Blue Denim Cropped Premium Modern NWT Opens in a new window or tab,Levis,jeans,new,49.97,501,bottoms,women,adult,29,,blue,denim,denim,,,,modern,,,premium,,,,,,,,NWT,,,200.0,Organic Denim Jeans
Levi's 501 Original Women's 29x30 Light Wash Two-Tone Panel Straight Leg NWT Opens in a new window or tab,Levi's,jeans,new,24.86,straight leg jeans,bottoms,women,adult,29x30,,light wash,two-tone,,,,,straight leg,,,,,,,501 Original,,,,NWT,,,180.0,Straight Leg Jeans
Levi's 29x32 Premium 501 '90s Selvedge Women's Jeans Fresh Plan Medium Wash Opens in a new window or tab,Levi's,jeans,new,59.99,straight leg jeans,bottoms,women,adult,29x32,waist x inseam,blue,,,,,,,,,90s,,,,501,,,,Brand New,,,180.0,Straight Leg Jeans
Levis 501 Original Shorts Women 26 High Rise Distressed Cutoff Denim Blue Frayed Opens in a new window or tab,Levis,shorts,new,9.0,high rise distressed cutoff denim shorts,bottoms,women,adult,26,,blue,,denim,,,,high rise,,,,,,,501,Original,,,Brand New,,,128.0,Denim Jacket
Levi’s 501 Women’s Denim Shorts Sz 32 Mid Rise Pearly White Raw Hem NWT Opens in a new window or tab,Levi's,shorts,new,23.99,denim shorts,bottoms,women,adult,32,,white,,denim,,,,mid rise,,,,,,,501,,,,nwt,,,128.0,Denim Jacket
NEW Levi’s 501 Distressed Denim Jean Shorts Sz 32 High Rise Black Button Fly Opens in a new window or tab,Levi's,shorts,new,10.0,distressed denim jean shorts,bottoms,women,,32,,black,,denim,,,button fly,high rise,,,,,,,501,,,,other,,,128.0,Denim Jacket
New Levi's Premium 501 S Skinny High Rise Dark Jeans Womens Size 23x30 Opens in a new window or tab,Levi's,jeans,new,20.27,skinny high rise,bottoms,women,adult,23x30,,dark,,,,,,skinny,,,,,,,501,Premium,,,,,,180.0,Straight Leg Jeans
Levis Premium 501 Skinny Jeans 26x30 Medium Wash Blue Button Fly High Opens in a new window or tab,Levis,jeans,used,23.0,skinny jeans,bottoms,women,adult,26x30,,blue,,,,,button fly,skinny,,,,,,,501,Premium,,,New (Other),,,180.0,Straight Leg Jeans
Levi's 501 women’s Jeans Button Fly Blue Denim Straight Leg high rise 26x32 Opens in a new window or tab,Levi's,jeans,new,26.0,straight leg high rise,bottoms,women,adult,26x32,waist x inseam,blue,denim,denim,,,button fly,,,,,,,,501,,,,,,,180.0,Straight Leg Jeans
Levi’s 501 Jean Shorts Womens Sz 26 Button Fly Distressed Cut Off Denimn NEW Opens in a new window or tab,Levi's,shorts,new,19.99,jean shorts,bottoms,women,adult,26,,denim,,denim,,,button fly,,,,distressed,,,,501,,,,brand new,,,128.0,Denim Jacket
"LEVI's 501 Women's Button Fly High Rise Tapered Leg Jeans Light Wash, Sz 30x31 Opens in a new window or tab",LEVI's,jeans,new,26.75,high rise tapered leg jeans,bottoms,women,adult,30x31,,light wash,,,,,button fly,high rise tapered leg,,,,,,,501,,,,,,,180.0,Straight Leg Jeans
Black Levis 501® Original Denim shorts with ripped detailswomen’s 25 Opens in a new window or tab,Levis,shorts,used,6.0,denim shorts,bottoms,women,adult,25,,Black,,Denim,,,,,,,,,,,501,,,,New (Other),,,128.0,Denim Jacket
NWT Levi's Women's 501 Skinny High-Rise Button Fly Blue Jeans (Size 28x32) Opens in a new window or tab,Levi's,jeans,new,29.99,skinny high-rise,bottoms,women,adult,28x32,,blue,,,,,button fly,skinny,,,,,,,501,,,,NWT,,,180.0,Straight Leg Jeans
"Levi’s 501 Curve Women’s Premium Jeans, 31x30, Dark Wash, Button Fly, NWT Opens in a new window or tab",Levi's,jeans,new,49.99,curve jeans,bottoms,women,adult,31x30,,dark,,,,,button fly,,,,premium,,,,501,,,,NWT,,49.99,180.0,Straight Leg Jeans
Levis 501 Shorts Womens 32 Light Wash Denim Cut Offs Ripped Opens in a new window or tab,Levis,shorts,new,19.97,cut off shorts,bottoms,women,adult,32,,light wash denim,,denim,,,,,,,,,,,501,,,,,,,128.0,Denim Jacket
